date,AAPL,AMZN,NFLX,MSFT
2005-12-21,9.114427,48.970001,3.912857,19.576571
2005-12-22,9.178913,49.220001,3.942857,19.47403
2005-12-23,9.095829,49.220001,3.961429,19.510656
2005-12-27,9.204951,48.560001,3.854286,19.37883
2005-12-28,9.123109,48.060001,3.885714,19.327566
2005-12-29,8.860221,47.990002,3.892857,19.23967
2005-12-30,8.914781,47.150002,3.865714,19.151787
2006-01-03,9.269435,47.580002,3.721429,19.657124
2006-01-04,9.296719,47.25,3.571429,19.752342
2006-01-05,9.223555,47.650002,3.561429,19.766989
2006-01-06,9.461646,47.869999,3.575714,19.708401
2006-01-09,9.43064,47.080002,3.571429,19.671768
2006-01-10,10.027112,45.650002,3.632857,19.774313
2006-01-11,10.40409,44.93,3.55,19.986706
2006-01-12,10.452452,44.360001,3.674286,19.876842
2006-01-13,10.61366,44.400002,3.651428,19.913467
2006-01-17,10.504535,44,3.68,19.766989
2006-01-18,10.22924,44.32,3.55,19.649803
2006-01-19,9.801419,44.450001,3.631428,19.788958
2006-01-20,9.435602,43.919998,3.352857,19.342207
2006-01-23,9.631534,43.73,3.325714,19.298265
2006-01-24,9.429404,44.02,3.534286,19.246994
2006-01-25,9.201232,43.599998,4.084286,19.334883
2006-01-26,8.969343,44.68,4.142857,19.408123
2006-01-27,8.932141,45.220001,3.974286,20.352896
2006-01-30,9.300441,44.959999,3.942857,20.506695
2006-01-31,9.363682,44.82,3.935714,20.61655
2006-02-01,9.35252,43.98,3.872857,20.535994
2006-02-02,8.94082,42.740002,3.728571,20.272333
2006-02-03,8.909818,38.330002,3.73,20.169802
2006-02-06,8.345592,37.950001,3.754286,19.898815
2006-02-07,8.382792,37.52,3.702857,19.730375
2006-02-08,8.532843,38.169998,3.591429,19.708401
2006-02-09,8.05418,37.990002,3.511429,19.525303
2006-02-10,8.346832,38.52,3.632857,19.547276
2006-02-13,8.024416,37.860001,3.604286,19.327566
2006-02-14,8.387756,38.25,3.512857,19.517979
2006-02-15,8.583683,39.259998,3.564286,19.753132
2006-02-16,8.751089,39.150002,3.592857,19.701694
2006-02-17,8.716369,39.189999,3.568571,19.620865
2006-02-21,8.566321,38.290001,3.677143,19.503281
2006-02-22,8.844097,38.720001,3.767143,19.635557
2006-02-23,8.897419,37.900002,3.672857,19.591463
2006-02-24,8.861458,38.349998,3.711429,19.569427
2006-02-27,8.803173,38.009998,3.79,19.878061
2006-02-28,8.493161,37.439999,3.83,19.745789
2006-03-01,8.568804,37.119999,3.835714,19.944204
2006-03-02,8.632046,36.880001,3.83,19.819275
2006-03-03,8.397674,37.209999,3.822857,19.789873
2006-03-06,8.119904,36.860001,3.66,19.775185
2006-03-07,8.222827,36.93,3.637143,19.885405
2006-03-08,8.14222,36.810001,3.59,20.02504
2006-03-09,7.927692,36.119999,3.607143,19.841318
2006-03-10,7.835929,36.220001,3.65,19.966244
2006-03-13,8.144704,36.189999,3.585714,19.922157
2006-03-14,8.348074,36.91,3.631428,20.010342
2006-03-15,8.212906,36.889999,3.587143,20.105869
2006-03-16,7.974814,36.77,3.638572,20.039734
2006-03-17,8.018217,35.990002,3.738571,20.208755
2006-03-20,7.93513,36.23,3.868572,20.495344
2006-03-21,7.664798,35.919998,3.881428,20.38512
2006-03-22,7.647442,36,4.007143,19.951544
2006-03-23,7.460191,35.68,4.041429,19.731092
2006-03-24,7.435388,35.470001,4.095714,19.848671
2006-03-27,7.379587,35.25,4.127143,19.848671
2006-03-28,7.280384,35.689999,4.004286,19.767832
2006-03-29,7.729285,36.32,4.172857,19.856016
2006-03-30,7.781368,36.669998,4.091429,20.010342
2006-03-31,7.777645,36.529999,4.141428,19.995647
2006-04-03,7.768962,36.139999,4.018571,20.252853000000002
2006-04-04,7.585437,36.77,3.915714,20.311628
2006-04-05,8.334433,37.34,4.094285,20.38512
2006-04-06,8.834174,38.509998,4.035714,20.252853000000002
2006-04-07,8.654366,37.09,3.991429,20.02504
2006-04-10,8.515481,36.610001,4.035714,20.054438
2006-04-11,8.431155,36.060001,4.074286,19.936848
2006-04-12,8.272429,36.130001,4.102857,19.988298
2006-04-13,8.242667,36.619999,4.17,19.892759
2006-04-17,8.03682,35.27,4.171429,19.723734
2006-04-18,8.211664,36.279999,4.257143,20.002987
2006-04-19,8.140985,36.889999,4.44,19.863373
2006-04-20,8.386514,36.34,4.444286,19.863373
2006-04-21,8.313352,36.029999,4.4,19.951544
2006-04-24,8.153384,35.790001,4.462857,19.922157
2006-04-25,8.205463,35.549999,4.525714,19.922157
2006-04-26,8.450998,35.790001,4.497143,19.914804
2006-04-27,8.601044,35.740002,4.47,20.02504
2006-04-28,8.728772,35.209999,4.234286,17.746958
2006-05-01,8.630807,34.59,4.228571,17.849838
2006-05-02,8.881294,34.380001,4.314286,17.644068
2006-05-03,8.821774,33.959999,4.244286,17.026791
2006-05-04,8.820534,34.470001,4.284286,17.225201
2006-05-05,8.914781,35.040001,4.328571,17.489752
2006-05-08,8.914781,34.689999,4.285714,17.438313
2006-05-09,8.808132,34.84,4.388571,17.357481
2006-05-10,8.754811,34.16,4.415714,17.46771
2006-05-11,8.450998,33.529999,4.251429,17.063532
2006-05-12,8.395197,32.73,4.227143,17.026791
2006-05-15,8.406357,32.779999,4.064286,17.078428
2006-05-16,8.057897,32.759998,4.094285,16.975157
2006-05-17,8.092621,31.610001,4.012857,16.768589
2006-05-18,7.834686,32.610001,3.958571,16.84236
2006-05-19,7.999616,33.939999,3.981429,16.643173
2006-05-22,7.859489,34.830002,4,16.879242
2006-05-23,7.830968,33.759998,3.99,16.812847
2006-05-24,7.854532,35.189999,3.991429,17.336636
2006-05-25,7.977294,35.630001,4.107143,17.513695
2006-05-26,7.880571,36.07,4.118571,17.498943
2006-05-30,7.591637,34.639999,3.928571,17.078428
2006-05-31,7.411828,34.610001,3.955714,16.709566
2006-06-01,7.709444,35.07,4.072857,16.83498
2006-06-02,7.646201,34.759998,3.992857,16.790722
2006-06-05,7.440349,33.490002,3.897143,16.598907
2006-06-06,7.405629,33.41,3.841429,16.325951
2006-06-07,7.261779,33.77,3.771429,16.25956
2006-06-08,7.534595,33.549999,3.968571,16.311195
2006-06-09,7.346106,33.779999,3.932857,16.171022
2006-06-12,7.068335,33.599998,3.868572,16.016094
2006-06-13,7.233259,33.470001,3.934286,15.868558
2006-06-14,7.143976,33.68,3.998571,16.141521
2006-06-15,7.363464,34.959999,3.957143,16.281685
2006-06-16,7.137776,35.09,3.874286,16.303814
2006-06-19,7.093134,35.07,4.002857,16.635794
2006-06-20,7.126616,35.48,3.868572,16.643173
2006-06-21,7.174977,36.650002,3.881428,17.026787
2006-06-22,7.388268,36.369999,3.952857,16.879242
2006-06-23,7.295263,36.549999,3.905714,16.598907
2006-06-26,7.315104,36.77,3.957143,16.83498
2006-06-27,7.121654,36.48,3.844286,16.864496
2006-06-28,6.946807,36.700001,3.794286,17.085814
2006-06-29,7.312624,38.52,3.88,17.314507
2006-06-30,7.101815,38.68,3.887143,17.189098
2006-07-03,7.186137,38.610001,3.891428,17.484182
2006-07-05,7.068335,37.110001,3.805714,17.225977
2006-07-06,6.915806,36.799999,3.802857,17.321884
2006-07-07,6.869923,36.110001,3.807143,17.189098
2006-07-10,6.82032,35.790001,3.778571,17.336636
2006-07-11,6.900926,35.66,3.618572,17.041552
2006-07-12,6.567349,34.630001,3.512857,16.702192
2006-07-13,6.479306,33.73,3.557143,16.421856
2006-07-14,6.283375,32.919998,3.455714,16.443991
2006-07-17,6.494185,33.669998,3.401428,16.584154
2006-07-18,6.559909,33.490002,3.342857,16.775961
2006-07-19,6.708715,34.48,3.384286,17.262869
2006-07-20,7.502353,34.18,3.335714,16.857121
2006-07-21,7.529634,33.189999,3.292857,17.6096
2006-07-24,7.616439,34.310001,3.394286,17.705509
2006-07-25,7.67968,33.59,2.682857,17.867798
2006-07-26,7.920252,26.26,2.718571,17.978458
2006-07-27,7.86197,26.559999,2.888572,17.6096
2006-07-28,8.133542,27.17,2.978571,17.88994
2006-07-31,8.427437,26.889999,2.955714,17.749765
2006-08-01,8.330713,26.32,2.928571,17.698122
2006-08-02,8.452238,26.09,2.977143,17.926823
2006-08-03,8.629568,26.690001,2.912857,17.860422
2006-08-04,8.4696,27.290001,2.994286,17.919439
2006-08-07,8.334433,26.780001,2.954286,17.867798
2006-08-08,8.033096,26.360001,2.9,17.956329
2006-08-09,7.88553,26.209999,2.88,18.030102
2006-08-10,7.945055,26.49,2.878572,18.044859
2006-08-11,7.892971,26.07,2.84,18.022726
2006-08-14,7.928934,26.530001,2.844286,18.096498
2006-08-15,8.240188,27.77,2.85,18.229778
2006-08-16,8.429918,27.950001,2.824286,18.289017
2006-08-17,8.381552,29.09,2.861428,18.289017
2006-08-18,8.421236,29.120001,2.835714,19.096098
2006-08-21,8.253827,28.129999,2.788571,19.340446
2006-08-22,8.385271,28.370001,2.677143,18.970226
2006-08-23,8.346832,28.139999,2.668571,19.007244
2006-08-24,8.408835,27.969999,2.652857,19.05908
2006-08-25,8.525402,28.030001,2.674286,19.14053
2006-08-28,8.30591,28.91,2.75,19.214575
2006-08-29,8.243907,29.52,2.765714,19.133125
2006-08-30,8.303429,30.67,2.87,19.103504
2006-08-31,8.413794,30.83,2.86,19.029463
2006-09-01,8.47952,31.76,2.86,19.133125
2006-09-05,8.863937,32.23,2.89,18.962818
2006-09-06,8.68413,30.799999,3.002857,18.962818
2006-09-07,9.027624,29.73,2.902857,18.829536
2006-09-08,8.992901,30.51,2.891428,18.955412
2006-09-11,8.990423,30.790001,2.945714,19.184952
2006-09-12,9.006543,31.719999,3.107143,19.199764
2006-09-13,9.201232,31.67,3.18,19.23679
2006-09-14,9.197513,31.65,3.211429,19.495937
2006-09-15,9.188834,32.52,3.245714,19.880974
2006-09-18,9.16279,32.080002,3.19,19.836548
2006-09-19,9.147909,31.58,3.135714,19.888374
2006-09-20,9.332678,32.119999,3.21,20.125324
2006-09-21,9.257036,30.219999,3.275714,19.918001
2006-09-22,9.052425,30.84,3.287143,19.740284
2006-09-25,9.393441,31.790001,3.3,19.955023
2006-09-26,9.624093,32.5,3.282857,20.140137
2006-09-27,9.475287,32.330002,3.312857,20.317833
2006-09-28,9.549689,31.84,3.301429,20.288212
2006-09-29,9.545972,32.119999,3.254286,20.251202
2006-10-02,9.283074,30.870001,3.258571,20.258602
2006-10-03,9.186352,31.700001,3.291429,20.266003
2006-10-04,9.347562,32.759998,3.314286,20.688057
2006-10-05,9.279355,33.32,3.407143,20.673248
2006-10-06,9.203714,32.59,3.444286,20.636225
2006-10-09,9.254555,33.380001,3.428571,20.52516
2006-10-10,9.152871,32.619999,3.374286,20.502949
2006-10-11,9.080947,32.91,3.34,20.391872
2006-10-12,9.332678,33.549999,3.344286,20.895384
2006-10-13,9.302917,33.32,3.314286,21.006458
2006-10-16,9.35004,32.599998,3.317143,21.065685
2006-10-17,9.212393,32.470001,3.247143,21.058281
2006-10-18,9.242153,32.310001,3.198571,21.117516
2006-10-19,9.795221,32.540001,3.162857,20.947212
2006-10-20,9.914266,32.57,3.177143,21.05088
2006-10-23,10.101514,32.880001,3.297143,21.065685
2006-10-24,10.050671,33.630001,3.91,20.939814
2006-10-25,10.128796,37.68,3.962857,20.962025
2006-10-26,10.192039,38.299999,3.964286,20.99164
2006-10-27,9.971312,38.240002,3.941429,20.984232
2006-10-30,9.972548,38.150002,3.987143,21.124926
2006-10-31,10.054392,38.09,3.951429,21.258194
2006-11-01,9.816303,37.560001,3.935714,21.332253
2006-11-02,9.793979,37.450001,3.814286,21.302631
2006-11-03,9.708418,37.459999,3.814286,21.273012
2006-11-06,9.884504,38.209999,3.894286,21.354462
2006-11-07,9.98371,38.77,3.948571,21.435907
2006-11-08,10.224279,39.470001,4.125714,21.458124
2006-11-09,10.334646,38.84,4.131429,21.665451
2006-11-10,10.307364,39.259998,4.197143,21.650635
2006-11-13,10.45989,39.990002,4.212857,21.732088
2006-11-14,10.540496,41.509998,4.155715,21.717237
2006-11-15,10.42269,42.599998,4.25,21.6355
2006-11-16,10.616138,42.84,4.181428,21.895548
2006-11-17,10.6459,42.549999,4.131429,21.843538
2006-11-20,10.722786,42.439999,4.154286,22.2076
2006-11-21,10.986916,42.540001,4.181428,22.229877
2006-11-22,11.198967,42.959999,4.227143,22.229877
2006-11-24,11.362655,42.41,4.194286,22.111004
2006-11-27,11.10348,40.849998,4.138571,21.902975
2006-11-28,11.384974,40.919998,4.12,21.836111
2006-11-29,11.383736,40.630001,4.17,21.969841
2006-11-30,11.366376,40.34,4.182857,21.813816
2006-12-01,11.324213,39.41,4.208571,21.6355
2006-12-04,11.299412,39.099998,4.132857,21.791527
2006-12-05,11.318015,38.98,4.141428,21.642927
2006-12-06,11.139446,38.900002,4.068572,21.538914
2006-12-07,10.793468,38.119999,3.961429,21.4349
2006-12-08,10.944755,38.459999,3.95,21.843538
2006-12-11,11.005518,38.689999,4.067143,21.947559
2006-12-12,10.681864,38.459999,4.052857,21.865829
2006-12-13,11.04272,38.5,4.057143,21.954987
2006-12-14,10.980717,39.02,3.965714,22.341326
2006-12-15,10.877792,40.009998,3.942857,22.430487
2006-12-18,10.598778,39.259998,3.805714,22.2076
2006-12-19,10.702941,39.419998,3.865714,22.281883
2006-12-20,10.510736,40.009998,3.908571,22.356194
2006-12-21,10.280086,39.889999,3.827143,22.274464
2006-12-22,10.19328,40.240002,3.742857,22.021847
2006-12-26,10.107717,39.799999,3.834286,22.281883
2006-12-27,10.108955,40.290001,3.784286,22.304186
2006-12-28,10.028353,40.209999,3.728571,22.274464
2006-12-29,10.520654,39.459999,3.694286,22.185307
2007-01-03,10.39169,38.700001,3.801429,22.185307
2007-01-04,10.62234,38.900002,3.621428,22.148153
2007-01-05,10.546695,38.369999,3.544286,22.021847
2007-01-08,10.598778,37.5,3.404286,22.237307
2007-01-09,11.479221,37.779999,3.427143,22.259609
2007-01-10,12.028565,37.150002,3.438571,22.036711
2007-01-11,11.879758,37.400002,3.462857,22.809404
2007-01-12,11.733431,38.200001,3.244286,23.188328
2007-01-16,12.040967,38.66,3.248571,23.151178
2007-01-17,11.774355,37.880001,3.261429,23.10659
2007-01-18,11.0452,36.98,3.178571,23.032297
2007-01-19,10.97452,37.02,3.222857,23.114025
2007-01-22,10.762465,36.950001,3.128572,22.824265
2007-01-23,10.627299,36.43,3.108572,22.839125
2007-01-24,10.751305,37.259998,3.25,23.099165
2007-01-25,10.695503,37.080002,3.321429,22.623663
2007-01-26,10.587619,36.849998,3.307143,22.735111
2007-01-29,10.65706,37.43,3.221429,22.683102
2007-01-30,10.6087,37.049999,3.275714,22.645945
2007-01-31,10.63102,37.669998,3.258571,22.928278
2007-02-01,10.508253,38.700001,3.247143,22.705393
2007-02-02,10.509496,37.389999,3.262857,22.430487
2007-02-05,10.409049,37.16,3.228571,21.999561
2007-02-06,10.43509,38.27,3.188571,21.925266
2007-02-07,10.683104,38.98,3.271429,21.821243
2007-02-08,10.686823,39.099998,3.392857,21.739517
2007-02-09,10.325966,38.720001,3.301429,21.531483
2007-02-12,10.525616,38.849998,3.304286,21.50177
2007-02-13,10.503294,39.310001,3.271429,21.628506
2007-02-14,10.577699,40.139999,3.228571,21.91927
2007-02-15,10.566536,40.060001,3.214286,21.964006
2007-02-16,10.519417,40.330002,3.267143,21.427206
2007-02-20,10.6521,41.509998,3.358572,21.49431
2007-02-21,11.061319,41.259998,3.341429,21.881996
2007-02-22,11.099763,41,3.392857,21.911821
2007-02-23,11.0452,40.779999,3.361428,21.546492
2007-02-26,10.975756,40.880001,3.304286,21.673243
2007-02-27,10.407809,38.830002,3.157143,20.778574
2007-02-28,10.492132,39.139999,3.218571,21.002241
2007-03-01,10.79595,38.849998,3.261429,20.942602
2007-03-02,10.591339,37.689999,3.184286,20.696575
2007-03-05,10.704184,37.049999,3.008571,20.540005
2007-03-06,10.936076,38.580002,3.062857,20.748751
2007-03-07,10.877792,38.360001,3.025714,20.584734
2007-03-08,10.912515,38.099998,3.034286,20.368526
2007-03-09,10.908791,38.84,3.008571,20.346157
2007-03-12,11.144406,38.810001,3.011429,20.457987
2007-03-13,10.962116,37.82,2.935714,19.9212
2007-03-14,11.160526,38.080002,3.015714,20.428167
2007-03-15,11.107203,37.779999,3.022857,20.338707
2007-03-16,11.109683,37.849998,3.002857,20.375982
2007-03-19,11.300652,38.450001,3.051429,20.748751
2007-03-20,11.344054,38.580002,3.211429,20.75621
2007-03-21,11.640427,39.799999,3.292857,21.263193
2007-03-22,11.651587,39.490002,3.3,21.076799
2007-03-23,11.597027,38.98,3.39,20.890409
2007-03-26,11.88596,39.009998,3.322857,21.039522
2007-03-27,11.837596,39.369999,3.368572,20.666746
2007-03-28,11.562302,39.34,3.34,20.607098
2007-03-29,11.625549,39.810001,3.35,20.689108
2007-03-30,11.521381,39.790001,3.312857,20.778574
2007-04-02,11.613148,40.419998,3.354286,20.681652
2007-04-03,11.718552,41.189999,3.397143,20.778574
2007-04-04,11.690029,41.529999,3.504286,21.248278
2007-04-05,11.740873,41.68,3.457143,21.285555
2007-04-09,11.613148,41.66,3.477143,21.300461
2007-04-10,11.687552,41.860001,3.551429,21.173717
2007-04-11,11.481699,41.68,3.514286,20.957518
2007-04-12,11.432096,42.27,3.514286,21.278103
2007-04-13,11.190287,42.41,3.514286,21.330286
2007-04-16,11.337853,45.200001,3.502857,21.419746
2007-04-17,11.203925,45.07,3.422857,21.509226
2007-04-18,11.210127,44.990002,3.1,21.322828
2007-04-19,11.194007,44.639999,3.072857,21.389935
2007-04-20,11.280811,44.950001,3.157143,21.635967
2007-04-23,11.595785,44.77,3.104286,21.457027
2007-04-24,11.562302,44.75,3.088571,21.464487
2007-04-25,11.823957,56.810001,3.08,21.613594
2007-04-26,12.256735,62.779999,3.161429,21.695616
2007-04-27,12.390664,62.599998,3.172857,22.456076
2007-04-30,12.375781,61.330002,3.167143,22.321875
2007-05-01,12.334858,62.040001,3.164286,22.664829
2007-05-02,12.448947,61.18,3.158571,22.821402
2007-05-03,12.450185,62.189999,3.184286,23.089794
2007-05-04,12.501029,63.23,3.165714,22.784119
2007-05-07,12.886686,60.82,3.174286,22.89595
2007-05-08,13.028054,61.830002,3.162857,22.925768
2007-05-09,13.253741,62.849998,3.158571,22.948141
2007-05-10,13.310785,60.919998,3.13,22.799023
2007-05-11,13.484395,61.560001,3.151428,23.030146
2007-05-14,13.561279,61.700001,3.137143,23.089794
2007-05-15,13.333106,60.580002,3.107143,23.112236
2007-05-16,13.310785,63.220001,3.102857,23.239384
2007-05-17,13.571201,62.169998,3.117143,23.172073
2007-05-18,13.643124,63.299999,3.134286,23.059868
2007-05-21,13.886172,68.300003,3.214286,23.224424
2007-05-22,14.07962,68.879997,3.285714,22.95516
2007-05-23,13.999017,69,3.312857,22.872881
2007-05-24,13.726207,69.349998,3.22,22.566212
2007-05-25,14.089542,68.550003,3.217143,22.798082
2007-05-29,14.180067,69.629997,3.121428,23.029964
2007-05-30,14.728173,69.860001,3.151428,23.269306
2007-05-31,15.028268,69.139999,3.128572,22.95516
2007-06-01,14.682289,68.580002,3.081429,22.880356
2007-06-04,15.04563,70.419998,3.068571,22.977594
2007-06-05,15.211797,73.650002,3.055714,22.872881
2007-06-06,15.332079,72.290001,3.228571,22.655972
2007-06-07,15.385405,72.040001,3.418571,22.154829
2007-06-08,15.43749,73.239998,3.347143,22.476461
2007-06-11,14.904263,71.169998,3.132857,22.454025
2007-06-12,14.927821,70.07,2.868572,22.32687
2007-06-13,14.570685,70.889999,2.774286,22.73077
2007-06-14,14.72569,71.940002,2.74,22.827999
2007-06-15,14.942704,72.400002,2.815714,22.805565
2007-06-18,15.511893,71.830002,2.86,22.820518
2007-06-19,15.33456,69.809998,2.847143,22.783121
2007-06-20,15.07291,69.099998,2.792857,22.446543
2007-06-21,15.364325,69.669998,2.855714,22.603615
2007-06-22,15.252719,68.860001,2.811429,22.057598
2007-06-25,15.170874,68.660004,2.802857,22.057598
2007-06-26,14.837299,67.480003,2.788571,22.080032
2007-06-27,15.115067,68.139999,2.968571,22.341825
2007-06-28,14.950144,68.889999,2.835714,22.311905
2007-06-29,15.13367,68.410004,2.77,22.042641
2007-07-02,15.036945,69.610001,2.782857,22.244591
2007-07-03,15.76982,69.449997,2.824286,22.454025
2007-07-05,16.461775,68.730003,2.831429,22.431578
2007-07-06,16.405973,68.970001,2.912857,22.416622
2007-07-09,16.161682,72.07,2.918571,22.341825
2007-07-10,16.412176,70.279999,2.874286,21.937923
2007-07-11,16.417126,70.730003,2.858572,22.057598
2007-07-12,16.625463,72.790001,2.872857,22.491419
2007-07-13,17.079321,75.099998,2.877143,22.304428
2007-07-16,17.125198,73.690002,2.865714,22.461506
2007-07-17,17.225655,73.790001,2.887143,23.022472
2007-07-18,17.127686,73.32,2.874286,23.127188
2007-07-19,17.360817,73.349998,2.848572,23.568495
2007-07-20,17.825836,71.629997,2.804286,23.306702
2007-07-23,17.819635,71.739998,2.467143,23.329144
2007-07-24,16.727146,69.25,2.295714,23.037434
2007-07-25,17.021044,86.18,2.385714,22.970119
2007-07-26,18.104851,84.010002,2.548571,22.424099
2007-07-27,17.83824,84.040001,2.442857,21.982801
2007-07-30,17.538147,82.699997,2.484286,21.990276
2007-07-31,16.339012,78.540001,2.461429,21.683609
2007-08-01,16.740786,77.309998,2.451429,21.91548
2007-08-02,16.925552,79.709999,2.444286,22.080032
2007-08-03,16.350168,76.800003,2.367143,21.661175
2007-08-06,16.77179,79,2.422857,22.095003
2007-08-07,16.744505,79.139999,2.478571,22.102472
2007-08-08,16.618023,77.779999,2.567143,22.439056
2007-08-09,15.673097,74.110001,2.538571,21.91548
2007-08-10,15.500731,74.779999,2.555714,21.474178
2007-08-13,15.846705,74.870003,2.48,21.414341
2007-08-14,15.380441,73.449997,2.494286,21.219191
2007-08-15,14.868299,72.379997,2.491429,21.091595
2007-08-16,14.514881,72.790001,2.414286,20.873919
2007-08-17,15.13615,75.019997,2.462857,21.204178
2007-08-20,15.155988,74.699997,2.452857,21.211685
2007-08-21,15.819417,77.489998,2.471429,21.069067
2007-08-22,16.432013,78.5,2.49,21.181658
2007-08-23,16.253443,77.300003,2.464286,21.241705
2007-08-24,16.77799,79.25,2.542857,21.62451
2007-08-27,16.399771,78.650002,2.448571,21.384317
2007-08-28,15.726422,76.220001,2.425714,20.963989
2007-08-29,16.626703,79.050003,2.5,21.459377
2007-08-30,16.8958,78.68,2.457143,21.354298
2007-08-31,17.172327,79.910004,2.502857,21.564457
2007-09-04,17.876675,82.699997,2.591429,21.62451
2007-09-05,16.95904,83.75,2.56,21.376812
2007-09-06,16.742029,86.209999,2.57,21.699568
2007-09-07,16.340248,84.519997,2.577143,21.346794
2007-09-10,16.952837,83.339996,2.485714,21.376812
2007-09-11,16.801548,86.279999,2.524286,21.714579
2007-09-12,16.9702,87.300003,2.48,21.714579
2007-09-13,17.013605,87.260002,2.477143,21.887211
2007-09-14,17.213249,87.769997,2.531429,21.797144
2007-09-17,17.163647,86.910004,2.63,21.564457
2007-09-18,17.474903,88.75,2.747143,21.714579
2007-09-19,17.456303,89,2.805714,21.519423
2007-09-20,17.399263,89.650002,2.782857,21.331779
2007-09-21,17.875433,91.300003,2.741429,21.504416
2007-09-24,18.387581,92.589996,2.755714,21.827168
2007-09-25,18.995213,93.480003,3.001429,22.187454
2007-09-26,18.944374,93.43,3.134286,22.142416
2007-09-27,19.158901,93.379997,3.051429,22.134911
2007-09-28,19.031176,93.150002,2.964286,22.112391
2007-10-01,19.38707,93.410004,3.031429,22.345076
2007-10-02,19.64872,92.360001,3.028571,22.29253
2007-10-03,19.583004,92.459999,3.011429,22.104893
2007-10-04,19.374672,92.260002,3.02,22.300037
2007-10-05,20.020742,93.43,3.142857,22.397617
2007-10-08,20.821819,95.849998,3.181429,22.397617
2007-10-09,20.815619,95.32,3.255714,22.592773
2007-10-10,20.682934,94.660004,3.345714,22.690348
2007-10-11,20.11747,89.339996,3.272857,22.450153
2007-10-12,20.739975,92.370003,3.285714,22.645313
2007-10-15,20.706493,90.529999,3.422857,22.547735
2007-10-16,21.02891,89.529999,3.424286,22.757902
2007-10-17,21.42201,90.550003,3.468571,23.32835
2007-10-18,21.515014999999998,89.849998,3.432857,23.388403
2007-10-19,21.133072,89.760002,3.32,22.645313
2007-10-22,21.62166,91.290001,3.287143,22.900515
2007-10-23,23.084925,100.82,3.712857,23.193245
2007-10-24,23.056398,88.730003,3.607143,23.455948
2007-10-25,22.665789,88.209999,3.618572,24.011389
2007-10-26,22.903879,90,3.602857,26.293177
2007-10-29,22.952244,90.099998,3.767143,25.947908
2007-10-30,23.189089,88.239998,3.777143,26.698494
2007-10-31,23.554907,89.150002,3.781429,27.629236
2007-11-01,23.243656,87.650002,3.755714,27.816874
2007-11-02,23.296978,85.980003,3.751429,27.816874
2007-11-05,23.087404,84.370003,3.787143,27.569183
2007-11-06,23.783077,87.269997,3.89,27.328999
2007-11-07,23.102285,87.040001,3.84,26.660973
2007-11-08,21.759306,83.580002,3.884286,26.075506
2007-11-09,20.506842,78.889999,3.607143,25.317411
2007-11-12,19.067135,77,3.501429,25.054705
2007-11-13,21.076031,79.860001,3.63,25.950859
2007-11-14,20.598608,78.510002,3.548571,25.551735
2007-11-15,20.374157,77.849998,3.437143,25.423712
2007-11-16,20.633329,78.599998,3.4,25.672222
2007-11-19,20.330753,79.18,3.315714,25.574322
2007-11-20,20.938385,80.389999,3.232857,26.041231
2007-11-21,20.890024,79.760002,3.078571,25.777658
2007-11-23,21.271959,81.43,3.107143,25.687284
2007-11-26,21.395967,81.300003,3.067143,24.828787
2007-11-27,21.677458,85.589996,3.191429,24.896564
2007-11-28,22.348335,90.300003,3.287143,25.378523
2007-11-29,22.853037,89.150002,3.302857,25.295694
2007-11-30,22.596344,90.559998,3.3,25.303221
2007-12-03,22.179686,90.910004,3.397143,24.791126
2007-12-04,22.297489,94.410004,3.392857,24.678171
2007-12-05,23.003084,93.190002,3.418571,25.717409
2007-12-06,23.554907,94.209999,3.414286,26.018639
2007-12-07,24.094334,94.309998,3.367143,26.003574
2007-12-10,24.08317,93.019997,3.355714,26.176786
2007-12-11,23.380058,90.75,3.328571,25.679752
2007-12-12,23.667755,91.279999,3.308571,25.958399
2007-12-13,23.788036,92.400002,3.291429,26.523193
2007-12-14,23.60947,89.080002,3.36,26.590969
2007-12-17,22.866675999999998,85.089996,3.3,25.898144
2007-12-18,22.690588,86.889999,3.454286,26.161718
2007-12-19,22.707947,89.379997,3.552857,26.199381
2007-12-20,23.215134,90.580002,3.891428,26.749121
2007-12-21,24.045977,91.260002,4.014286,27.155775
2007-12-24,24.652361,91.010002,3.987143,27.547379
2007-12-26,24.670959,92.849998,4.1,27.569965
2007-12-27,24.623838,94.25,3.921429,27.087997
2007-12-28,24.780088,94.449997,3.847143,27.200958
2007-12-31,24.563074,92.639999,3.802857,26.809368
2008-01-02,24.161295,96.25,3.764286,26.523193
2008-01-03,24.172449,95.209999,3.724286,26.636166
2008-01-04,22.327251,88.790001,3.515714,25.890617
2008-01-07,22.028393,88.82,3.554286,26.063828
2008-01-08,21.235991,87.879997,3.328571,25.190252
2008-01-09,22.246645,85.220001,3.285714,25.935793
2008-01-10,22.075516,84.260002,3.528571,25.852968
2008-01-11,21.414568,81.080002,3.344286,25.53668
2008-01-14,22.169762,82.870003,3.252857,25.898144
2008-01-15,20.961945,80.239998,3.15,25.604448
2008-01-16,19.796291,80.349998,3.152857,25.024584
2008-01-17,19.951296,80.120003,3.11,24.934216
2008-01-18,20.009575,79.760002,3.121428,24.858906
2008-01-22,19.300268,78.480003,3.175714,24.06818
2008-01-23,17.245489,73.970001,3.394286,24.045588
2008-01-24,16.815191,77.669998,3.134286,25.039646
